Overall Rank,Overall Score,Size (acres),Town,Rightmove url,Price,Size (sq ft),£ per 1000 Sq Ft,Price Score,Price Rank,Competition Total,Competition Score,Competition Rank,Population Total,Population Score,Population Rank,Income Average,Income Score,Income Rank,Traffic Total,Traffic Score,Traffic Rank
292,51.38,1.36,HX1 5AS,https://www.rightmove.co.uk/properties/159121646,"£1,000,000","59,242 sq ft",16879.92,19.85,779,23,18.83,703,681540,3.44,188,17420.00,8.96,441,2527,0.31,594
293,51.37,0.00,"Standard Court
Park Row
Nottingham
NG1 6GN",https://www.rightmove.co.uk/properties/129363860,"£1,350,000",Ask agent,0.00,20.00,1,29,18.52,761,676050,3.41,191,18255.56,9.39,367,467,0.06,829
294,51.37,0.00,BA1 2JQ,https://www.rightmove.co.uk/properties/160401185,"£1,250,000",Ask agent,0.00,20.00,1,19,19.03,622,160470,0.81,534,19050.00,9.79,312,14270,1.74,207
295,51.35,397.00,"2
Kingsway
Cardiff
CF10 3FD",https://www.rightmove.co.uk/properties/161853875,"£5,250,000","17,293,320 sq ft",303.59,20.00,646,2,19.90,84,0,0.00,944,18200.00,9.36,372,17251,2.10,149
296,51.34,80.39,SO23 8RZ,https://www.rightmove.co.uk/properties/161311373,"£1,950,000","3,501,788 sq ft",556.86,20.00,672,5,19.74,177,322225,1.63,377,17300.00,8.89,452,8861,1.08,339
297,51.33,0.28,"London
W1G 9XS",https://www.rightmove.co.uk/properties/142269767,"£1,500,000","12,197 sq ft",122981.06,18.90,880,9,19.54,315,159695,0.81,536,21375.00,10.99,126,8987,1.09,334
298,51.32,316.00,CB11 4ER,https://www.rightmove.co.uk/properties/87149805,"£3,250,000","13,764,960 sq ft",236.11,20.00,615,7,19.64,247,140955,0.71,579,21300.00,10.95,130,126,0.02,948
299,51.31,7.70,GL2 4NF,https://www.rightmove.co.uk/properties/148819292,"£1,250,000","335,412 sq ft",3726.76,19.97,705,26,18.67,733,295360,1.49,397,21733.33,11.17,109,76,0.01,971
300,51.31,7.55,SO23 8RZ,https://www.rightmove.co.uk/properties/161311454,"£1,200,000","328,878 sq ft",3648.77,19.97,703,5,19.74,177,322225,1.63,377,17300.00,8.89,452,8861,1.08,339
301,51.31,1.60,PO5 3HQ,https://www.rightmove.co.uk/properties/156991631,"£1,100,000","69,696 sq ft",15782.83,19.86,776,29,18.52,761,730165,3.68,172,14475.00,7.44,682,14818,1.80,198
302,51.30,7.70,"10 The Rock
Bury
BL9 0NT",https://www.rightmove.co.uk/properties/157265567,"£1,000,000","335,412 sq ft",2981.41,19.97,701,47,17.60,861,1416005,7.15,89,12733.33,6.55,765,292,0.04,875
303,51.30,0.35,DL9 4QL,https://www.rightmove.co.uk/properties/155214515,"£1,300,000","15,088 sq ft",86161.19,19.23,866,25,18.72,726,405335,2.05,329,17450.00,8.97,439,19137,2.33,130
304,51.28,6.56,"St. Albans
AL3 7LE",https://www.rightmove.co.uk/properties/127055819,"£2,500,000","285,754 sq ft",8748.78,19.92,741,21,18.93,664,470195,2.37,296,19466.67,10.01,280,415,0.05,842
305,51.28,77.00,PE21 6HT,https://www.rightmove.co.uk/properties/152288849,"£7,800,000","3,354,120 sq ft",2325.50,19.98,697,10,19.49,363,56600,0.29,770,19900.00,10.23,240,10601,1.29,289
306,51.24,1.83,LA12 7DZ,https://www.rightmove.co.uk/properties/142697213,"£1,000,000","79,715 sq ft",12544.69,19.89,763,3,19.85,114,87795,0.44,675,17650.00,9.07,415,16340,1.99,164
307,51.23,0.00,Hertford SG14 1EY,https://www.rightmove.co.uk/properties/160167323,"£4,000,000",Ask agent,0.00,20.00,1,23,18.83,703,303835,1.53,390,19987.50,10.28,232,4910,0.60,484
308,51.23,0.00,SS1 2PQ,https://www.rightmove.co.uk/properties/159705755,"£1,500,000",Ask agent,0.00,20.00,1,36,18.16,824,421530,2.13,324,20537.50,10.56,180,3086,0.38,567
309,51.22,39.29,CM7 1UP,https://www.rightmove.co.uk/properties/156798359,"£2,200,000","1,711,472 sq ft",1285.44,19.99,685,16,19.18,553,175925,0.89,512,21700.00,11.16,111,61,0.01,978
310,51.21,58.87,WN3 6PR,https://www.rightmove.co.uk/properties/157304885,POA,"2,564,377 sq ft",0.00,20.00,1,41,17.91,847,755660,3.81,164,15433.33,7.93,603,12797,1.56,243
311,51.21,0.00,"17 
Colliergate
York
YO1 8BP",https://www.rightmove.co.uk/properties/159054431,"£1,800,000",Ask agent,0.00,20.00,1,26,18.67,733,199090,1.00,482,22400.00,11.52,78,150,0.02,935
312,51.21,0.00,"863
High Road
London
N12 8PT",https://www.rightmove.co.uk/properties/155033048,"£1,850,000",Ask agent,0.00,20.00,1,113,14.23,949,1607706,8.11,76,17052.94,8.77,487,801,0.10,766
313,51.20,0.00,SO18 6TE,https://www.rightmove.co.uk/properties/159809279,"£1,600,000",Ask agent,0.00,20.00,1,28,18.57,754,525425,2.65,249,19260.00,9.90,300,623,0.08,795
314,51.19,0.00,"14 High Street
High Barnet
Barnet
Hertfordshire
EN5 5RU",https://www.rightmove.co.uk/properties/135445478,"£1,350,000",Ask agent,0.00,20.00,1,52,17.35,882,1137331,5.74,112,15715.38,8.08,581,173,0.02,926
315,51.19,0.00,LS1 4AP,https://www.rightmove.co.uk/properties/161667854,POA,Ask agent,0.00,20.00,1,20,18.98,641,182865,0.92,499,21900.00,11.26,99,204,0.02,914
316,51.18,0.00,"46 Vicarage Farm Road
Heston
Hounslow
TW5 0AB",https://www.rightmove.co.uk/properties/157819376,"£1,950,000",Ask agent,0.00,20.00,1,50,17.45,876,665866,3.36,194,20075.00,10.32,221,444,0.05,837
317,51.18,0.00,HG1 1TS,https://www.rightmove.co.uk/properties/151371854,POA,Ask agent,0.00,20.00,1,18,19.08,606,120355,0.61,603,20475.00,10.53,190,7951,0.97,365
318,51.17,0.00,CM15 8LB,https://www.rightmove.co.uk/properties/158221406,"£1,800,000",Ask agent,0.00,20.00,1,24,18.78,718,497923,2.51,269,18333.33,9.43,357,3734,0.45,535
319,51.15,168.85,NR3 1AB,https://www.rightmove.co.uk/properties/159152210,POA,"7,354,973 sq ft",0.00,20.00,1,1,19.95,61,28350,0.14,863,21000.00,10.80,146,2159,0.26,622
319,51.15,168.85,NR3 1AB,https://www.rightmove.co.uk/properties/159152267,POA,"7,354,973 sq ft",0.00,20.00,1,1,19.95,61,28350,0.14,863,21000.00,10.80,146,2159,0.26,622
321,51.15,236.85,LN6 3LH,https://www.rightmove.co.uk/properties/162008996,"£2,446,000","10,317,186 sq ft",237.08,20.00,617,2,19.90,84,26865,0.14,868,21000.00,10.80,146,2617,0.32,591
322,51.15,101.74,LN6 3LH,https://www.rightmove.co.uk/properties/162009410,"£1,160,000","4,431,794 sq ft",261.75,20.00,626,2,19.90,84,26865,0.14,868,21000.00,10.80,146,2617,0.32,591
323,51.14,1.70,SW17 0RR,https://www.rightmove.co.uk/properties/156954128,"£1,200,000","74,052 sq ft",16204.83,19.86,777,11,19.44,403,119225,0.60,604,21275.00,10.94,133,2533,0.31,593
324,51.14,2.16,"Everdene House
Deansleigh Road
Bournemouth
BH7 7DU",https://www.rightmove.co.uk/properties/158733098,"£1,880,000","94,090 sq ft",19980.87,19.82,789,39,18.01,838,468545,2.36,299,18325.00,9.42,359,12497,1.52,247
325,51.13,0.00,London,https://www.rightmove.co.uk/properties/161696423,"£3,250,000",Ask agent,0.00,20.00,1,375,0.87,999,3482899,17.58,9,20045.45,10.31,226,19606,2.39,127
326,51.13,0.00,SL0 9ND,https://www.rightmove.co.uk/properties/148103555,"£1,950,000",Ask agent,0.00,20.00,1,51,17.40,878,665866,3.36,194,20075.00,10.32,221,444,0.05,837
327,51.12,0.00,YO1 6LF,https://www.rightmove.co.uk/properties/156858302,"£1,750,000",Ask agent,0.00,20.00,1,2,19.90,84,59685,0.30,762,17900.00,9.20,395,14149,1.72,212
328,51.09,45.00,W1J 7TF,https://www.rightmove.co.uk/properties/160675166,"£16,000,000","1,960,200 sq ft",8162.43,19.93,733,20,18.98,641,156730,0.79,541,21900.00,11.26,99,1078,0.13,720
329,51.09,0.13,WF10 5HW,https://www.rightmove.co.uk/properties/157754696,"£1,000,000","5,705 sq ft",175284.84,18.43,906,29,18.52,761,198155,1.00,484,22400.00,11.52,78,13294,1.62,227
330,51.08,0.00,WA10 1RS,https://www.rightmove.co.uk/properties/160143350,"£1,000,000",Ask agent,0.00,20.00,1,39,18.01,838,723915,3.65,174,16500.00,8.48,538,7665,0.93,376
331,51.06,0.00,BL3 2NT,https://www.rightmove.co.uk/properties/159663719,"£1,350,000",Ask agent,0.00,20.00,1,20,18.98,641,251660,1.27,432,16675.00,8.57,524,18430,2.24,136
332,51.06,0.28,L3 9HF,https://www.rightmove.co.uk/properties/158763290,POA,"12,240-37,157 sq ft",0.00,20.00,1,67,16.58,907,1060565,5.35,122,11925.00,6.13,799,24596,2.99,93
333,51.04,110.05,TN21 8JD,https://www.rightmove.co.uk/properties/161861387,"£1,000,000","4,793,778 sq ft",208.60,20.00,594,8,19.59,273,134700,0.68,588,20800.00,10.69,159,638,0.08,792
334,51.04,0.00,"Wiltshire
SP4 8JJ",https://www.rightmove.co.uk/properties/151943372,"£1,700,000",Ask agent,0.00,20.00,1,11,19.44,403,231805,1.17,451,20250.00,10.41,203,146,0.02,937
335,51.03,0.25,EC2A 3EP,https://www.rightmove.co.uk/properties/158030534,"£1,500,000","10,893 sq ft",137703.11,18.77,886,49,17.50,870,564510,2.85,233,20858.33,10.72,156,9780,1.19,317
336,51.03,125.09,"6 Manor Park
Banbury
OX16 3TB",https://www.rightmove.co.uk/properties/149358437,"£1,300,000","5,448,920 sq ft",238.58,20.00,618,11,19.44,403,93240,0.47,657,21600.00,11.11,118,120,0.01,950
337,51.02,0.00,DY8 1EH,https://www.rightmove.co.uk/properties/147327554,POA,Ask agent,0.00,20.00,1,63,16.79,900,2151080,10.86,47,0.00,0.00,894,27764,3.38,75
337,51.02,0.00,DY8 1EH,https://www.rightmove.co.uk/properties/147327560,POA,Ask agent,0.00,20.00,1,63,16.79,900,2151080,10.86,47,0.00,0.00,894,27764,3.38,75
337,51.02,0.00,DY8 1EH,https://www.rightmove.co.uk/properties/147327542,POA,Ask agent,0.00,20.00,1,63,16.79,900,2151080,10.86,47,0.00,0.00,894,27764,3.38,75
340,51.02,3.10,BN1 1YA,https://www.rightmove.co.uk/properties/161948546,"£2,250,000","135,036 sq ft",16662.22,19.85,778,18,19.08,606,412390,2.08,327,17720.00,9.11,411,7348,0.89,388
341,51.01,308.93,GL7 1QD,https://www.rightmove.co.uk/properties/161967977,"£3,000,000","13,456,991 sq ft",222.93,20.00,604,8,19.59,273,36560,0.18,839,21700.00,11.16,111,625,0.08,794
342,50.99,0.00,BN2 7HF,https://www.rightmove.co.uk/properties/160979087,"£1,000,000",Ask agent,0.00,20.00,1,23,18.83,703,357170,1.80,354,20033.33,10.30,228,503,0.06,821
343,50.99,0.00,HG1 1LE,https://www.rightmove.co.uk/properties/161790092,"£1,300,000",Ask agent,0.00,20.00,1,13,19.34,457,540340,2.73,241,17333.33,8.91,449,107,0.01,959
343,50.99,0.00,HG1 1LE,https://www.rightmove.co.uk/properties/161808929,"£1,300,000",Ask agent,0.00,20.00,1,13,19.34,457,540340,2.73,241,17333.33,8.91,449,107,0.01,959
345,50.99,0.68,"London
WC2E 9AB",https://www.rightmove.co.uk/properties/161000945,"£9,950,000","29,418 sq ft",338228.30,16.98,953,13,19.34,457,458670,2.31,305,22766.67,11.71,60,5360,0.65,463
346,50.96,2.22,SK4 1BS,https://www.rightmove.co.uk/properties/150401156,"£2,000,000","96,703 sq ft",20681.88,19.82,792,53,17.30,885,1070050,5.40,120,15428.57,7.93,604,4243,0.52,509
347,50.95,0.00,PE31 6DH,https://www.rightmove.co.uk/properties/160389386,"£2,000,000",Ask agent,0.00,20.00,1,2,19.90,84,19540,0.10,890,20800.00,10.69,159,2126,0.26,625
348,50.94,0.00,YO43 3AL,https://www.rightmove.co.uk/properties/151542233,"£1,750,000",Ask agent,0.00,20.00,1,5,19.74,177,32895,0.17,851,20700.00,10.64,166,3146,0.38,566
349,50.91,0.00,SS5 4QY,https://www.rightmove.co.uk/properties/138197156,POA,Ask agent,0.00,20.00,1,27,18.62,747,527800,2.66,247,17380.00,8.94,446,5677,0.69,453
350,50.91,4.57,"Highfield Court
Highfield Road
Oakley
Bedford
MK43 7TA",https://www.rightmove.co.uk/properties/155622014,Sale by Tender,"199,069 sq ft",0.00,20.00,1,15,19.23,531,167900,0.85,523,19800.00,10.18,245,5306,0.65,469
351,50.90,8.00,NR33 0DB,https://www.rightmove.co.uk/properties/148550588,"£4,400,000","348,481 sq ft",12626.23,19.89,764,54,17.24,887,1039815,5.25,124,15561.54,8.00,593,4243,0.52,509
352,50.89,0.09,BS1 2NN,https://www.rightmove.co.uk/properties/155620115,"£1,850,000","4,015 sq ft",460772.10,15.88,969,64,16.73,904,728425,3.68,173,22450.00,11.54,73,25098,3.05,91
353,50.88,0.00,SE24 9NE,https://www.rightmove.co.uk/properties/159845234,"£1,350,000",Ask agent,0.00,20.00,1,371,1.07,997,3770894,19.03,3,19730.56,10.14,254,5191,0.63,471
354,50.85,0.06,SE1 2YU,https://www.rightmove.co.uk/properties/157447496,"£1,500,000","2,800 sq ft",535714.29,15.21,974,256,6.94,974,3235199,16.33,15,18063.33,9.29,391,25347,3.08,88
355,50.85,0.11,HR1 2PQ,https://www.rightmove.co.uk/properties/161758316,Sale by Tender,"4,795 sq ft",0.00,20.00,1,13,19.34,457,74615,0.38,723,19050.00,9.79,312,11010,1.34,281
356,50.83,0.00,BN22 7NB,https://www.rightmove.co.uk/properties/147010964,"£1,400,000",Ask agent,0.00,20.00,1,10,19.49,363,151795,0.77,558,19925.00,10.24,238,2749,0.33,583
357,50.82,151.77,GL7 1QD,https://www.rightmove.co.uk/properties/161968040,"£1,500,000","6,611,101 sq ft",226.89,20.00,607,10,19.49,363,37150,0.19,835,20250.00,10.41,203,5998,0.73,439
358,50.81,0.96,"CHURCHILL CHAMBERS
Churchill Way
Macclesfield
SK11 6AS",https://www.rightmove.co.uk/properties/142006391,POA,"41,945 sq ft",0.00,20.00,1,9,19.54,315,113320,0.57,616,13875.00,7.13,718,29270,3.56,66
359,50.80,1.00,"78 
St. Johns Road
Tunbridge Wells
Kent
TN4 9PH",https://www.rightmove.co.uk/properties/157960298,POA,"43,560 sq ft",0.00,20.00,1,10,19.49,363,145650,0.74,571,19400.00,9.97,283,4975,0.61,482
360,50.79,2.63,EC2A 2EP,https://www.rightmove.co.uk/properties/157562906,POA,"114,563 sq ft",0.00,20.00,1,75,16.17,916,484745,2.45,279,17960.00,9.23,394,24128,2.94,98
361,50.78,0.00,RH2 9HZ,https://www.rightmove.co.uk/properties/158393516,POA,Ask agent,0.00,20.00,1,58,17.04,896,882684,4.45,145,17573.33,9.04,432,2048,0.25,627
362,50.76,20.00,BN11 1BJ,https://www.rightmove.co.uk/properties/153165266,"£2,000,000","871,200 sq ft",2295.68,19.98,696,13,19.34,457,225330,1.14,458,18250.00,9.38,368,7561,0.92,381
363,50.74,0.00,NR3 1AB,https://www.rightmove.co.uk/properties/152115506,"£7,750,000",Ask agent,0.00,20.00,1,3,19.85,114,11395,0.06,919,21000.00,10.80,146,316,0.04,871
364,50.74,0.00,"Croydon
CR0 8TE",https://www.rightmove.co.uk/properties/155215535,"£3,200,000",Ask agent,0.00,20.00,1,17,19.13,589,187150,0.94,497,19266.67,9.91,298,6216,0.76,424
365,50.74,0.80,LU4 9AX,https://www.rightmove.co.uk/properties/160221839,"£2,400,000","34,848 sq ft",68870.52,19.38,857,13,19.34,457,380390,1.92,347,19360.00,9.95,289,1177,0.14,709
366,50.74,234.19,NR3 1AB,https://www.rightmove.co.uk/properties/160846259,"£2,700,000","10,201,316 sq ft",264.67,20.00,628,3,19.85,114,11395,0.06,919,21000.00,10.80,146,316,0.04,871
367,50.73,0.00,"1 
Market Place
Cirencester
GL7 2PE",https://www.rightmove.co.uk/properties/162411401,"£1,200,000",Ask agent,0.00,20.00,1,16,19.18,553,76450,0.39,717,20833.33,10.71,157,3703,0.45,541
368,50.73,0.00,DE6 1AE,https://www.rightmove.co.uk/properties/162660632,"£1,190,000",Ask agent,0.00,20.00,1,2,19.90,84,27805,0.14,867,19600.00,10.08,265,5034,0.61,477
369,50.73,0.00,SN7 7HL,https://www.rightmove.co.uk/properties/162295895,POA,Ask agent,0.00,20.00,1,3,19.85,114,34395,0.17,845,20500.00,10.54,185,1373,0.17,685
370,50.73,0.00,"5 
 King Street
Newcastle Under Lyme
ST5 1EN",https://www.rightmove.co.uk/properties/161969516,"£1,000,000",Ask agent,0.00,20.00,1,2,19.90,84,318070,1.61,380,15800.00,8.12,572,9031,1.10,333
371,50.70,0.00,BN7 2NR,https://www.rightmove.co.uk/properties/148099421,"£2,150,000",Ask agent,0.00,20.00,1,6,19.69,211,111480,0.56,622,19350.00,9.95,291,4093,0.50,519
372,50.70,3.34,"Standard Court
Park Row
Nottingham
NG1 6GN",https://www.rightmove.co.uk/properties/157741175,"£1,500,000","145,490 sq ft",10309.99,19.91,748,39,18.01,838,683955,3.45,187,18090.00,9.30,388,226,0.03,902
373,50.68,2.81,CM1 1BT,https://www.rightmove.co.uk/properties/156887006,"£1,500,000","122,404 sq ft",12254.50,19.89,760,5,19.74,177,41010,0.21,814,20450.00,10.51,192,2692,0.33,587
374,50.68,3.25,"144
Linthorpe Road
Middlesbrough
TS1 3RA",https://www.rightmove.co.uk/properties/150647348,"£1,200,000","141,570 sq ft",8476.37,19.92,738,35,18.21,816,487100,2.46,278,16300.00,8.38,546,14009,1.70,215
375,50.66,0.23,SE3 8XA,https://www.rightmove.co.uk/properties/152580989,"£2,750,000","9,806 sq ft",280440.55,17.49,943,49,17.50,870,845232,4.27,150,16654.55,8.56,528,23352,2.84,100
376,50.66,0.00,CM21 9AR,https://www.rightmove.co.uk/properties/162647915,"£1,200,000",Ask agent,0.00,20.00,1,7,19.64,247,83650,0.42,693,20333.33,10.45,196,1140,0.14,717
377,50.65,0.00,"Bedford
MK40 1HA",https://www.rightmove.co.uk/properties/149850068,"£1,250,000",Ask agent,0.00,20.00,1,12,19.39,426,404520,2.04,330,15175.00,7.80,626,11678,1.42,266
378,50.64,0.00,TS2 1QG,https://www.rightmove.co.uk/properties/146547404,"£1,300,000",Ask agent,0.00,20.00,1,36,18.16,824,497410,2.51,271,16300.00,8.38,546,13069,1.59,235
379,50.64,0.00,MK40 4FU,https://www.rightmove.co.uk/properties/162644258,"£2,250,000",Ask agent,0.00,20.00,1,18,19.08,606,377620,1.91,348,18725.00,9.63,333,181,0.02,923
380,50.63,4.88,CV3 4PE,https://www.rightmove.co.uk/properties/160381730,POA,"212,703 sq ft",0.00,20.00,1,9,19.54,315,136935,0.69,584,19400.00,9.97,283,3522,0.43,552
381,50.63,0.41,SS5 4QY,https://www.rightmove.co.uk/properties/161230607,"£1,500,000","17,693 sq ft",84779.29,19.24,865,35,18.21,816,526760,2.66,248,17271.43,8.88,458,13453,1.64,224
382,50.63,0.30,Nottingham,https://www.rightmove.co.uk/properties/149006171,"£2,200,000","13,068 sq ft",168350.17,18.50,902,32,18.37,792,661360,3.34,198,16557.14,8.51,533,15767,1.92,178
383,50.63,0.00,DA15 7AB,https://www.rightmove.co.uk/properties/159526628,"£1,200,000",Ask agent,0.00,20.00,1,197,9.95,967,2025269,10.22,56,20185.19,10.38,210,678,0.08,786
384,50.63,0.59,Covering London,https://www.rightmove.co.uk/properties/160990805,"£2,000,000","25,700 sq ft",77821.01,19.30,860,15,19.23,531,247160,1.25,437,20140.00,10.35,215,3988,0.49,522
385,50.61,0.28,RH10 1BD,https://www.rightmove.co.uk/properties/161196179,"£3,000,000","12,319 sq ft",243526.26,17.82,930,25,18.72,726,251500,1.27,433,21820.00,11.22,106,12905,1.57,239
386,50.60,0.00,"Croydon
CR0 8TE",https://www.rightmove.co.uk/properties/160399748,"£1,200,000",Ask agent,0.00,20.00,1,121,13.83,953,1388353,7.01,92,18678.26,9.60,336,1362,0.17,687
387,50.59,0.00,BH19 1AD,https://www.rightmove.co.uk/properties/104700515,"£1,200,000",Ask agent,0.00,20.00,1,3,19.85,114,152800,0.77,555,19300.00,9.92,293,414,0.05,843
387,50.59,0.00,BH19 1AD,https://www.rightmove.co.uk/properties/137079488,"£1,900,000",Ask agent,0.00,20.00,1,3,19.85,114,152800,0.77,555,19300.00,9.92,293,414,0.05,843
389,50.59,0.00,NG25 0HQ,https://www.rightmove.co.uk/properties/149695010,"£1,100,000",Ask agent,0.00,20.00,1,9,19.54,315,126445,0.64,599,18850.00,9.69,328,5921,0.72,443
390,50.57,0.30,Covering London,https://www.rightmove.co.uk/properties/160990820,"£1,100,000","13,068 sq ft",84175.08,19.25,863,15,19.23,531,247160,1.25,437,20140.00,10.35,215,3988,0.49,522
391,50.55,1.54,LS1 2QB,https://www.rightmove.co.uk/properties/145882967,POA,"67,082 sq ft",0.00,20.00,1,39,18.01,838,834920,4.21,151,14500.00,7.46,674,7170,0.87,392
392,50.55,3.55,M2 6AY,https://www.rightmove.co.uk/properties/161822822,"£4,500,000","154,743 sq ft",29080.48,19.74,814,22,18.88,688,250470,1.26,434,16533.33,8.50,535,17818,2.17,144
393,50.54,2.00,IG10 4BU,https://www.rightmove.co.uk/properties/157003787,"£1,500,000","87,120 sq ft",17217.63,19.85,782,58,17.04,896,802696,4.05,156,18546.15,9.54,343,587,0.07,801
394,50.54,0.00,SW15 1EJ,https://www.rightmove.co.uk/properties/141600575,"£2,300,000",Ask agent,0.00,20.00,1,385,0.36,1002,2658042,13.41,31,21996.97,11.31,94,44853,5.46,20
395,50.51,1.53,BN27 4JL,https://www.rightmove.co.uk/properties/158727965,"£1,400,000","66,647 sq ft",21006.20,19.81,793,12,19.39,426,162000,0.82,530,11800.00,6.07,803,36419,4.43,39
396,50.51,21.50,"Standard Court
Park Row
Nottingham
NG1 6GN",https://www.rightmove.co.uk/properties/146986460,POA,"936,540 sq ft",0.00,20.00,1,16,19.18,553,176170,0.89,510,17733.33,9.12,410,10873,1.32,282
397,50.50,0.41,CV3 4PE,https://www.rightmove.co.uk/properties/162380930,"£1,100,000","18,034 sq ft",60995.90,19.45,846,19,19.03,622,156635,0.79,542,18460.00,9.49,349,14206,1.73,209
398,50.48,234.00,PE9 2JL,https://www.rightmove.co.uk/properties/162435827,"£2,750,000","10,193,040 sq ft",269.79,20.00,633,6,19.69,211,139170,0.70,580,19600.00,10.08,265,42,0.01,989
399,50.47,0.00,EX1 1QA,https://www.rightmove.co.uk/properties/157742255,"£1,950,000",Ask agent,0.00,20.00,1,20,18.98,641,79340,0.40,708,16100.00,8.28,559,23084,2.81,103
400,50.46,0.32,"13
Nelson Street
Southend-On-Sea
SS1 1EF",https://www.rightmove.co.uk/properties/162210023,"£2,250,000","13,939 sq ft",161417.61,18.56,899,21,18.93,664,348750,1.76,360,18100.00,9.31,380,15658,1.90,180
401,50.45,0.00,"5 High Petergate
York
YO1 7EN",https://www.rightmove.co.uk/properties/153254597,"£1,000,000",Ask agent,0.00,20.00,1,7,19.64,247,67290,0.34,743,17900.00,9.20,395,10403,1.27,300
402,50.44,0.00,CM11 1RN,https://www.rightmove.co.uk/properties/156276581,"£1,150,000",Ask agent,0.00,20.00,1,23,18.83,703,528550,2.67,246,17380.00,8.94,446,93,0.01,962
403,50.44,0.00,BN1 1YA,https://www.rightmove.co.uk/properties/160526789,POA,Ask agent,0.00,20.00,1,14,19.29,492,341995,1.73,365,16960.00,8.72,495,5829,0.71,449
404,50.43,1.38,Basildon SS14 3EZ,https://www.rightmove.co.uk/properties/153897065,"£1,600,000","60,156 sq ft",26597.51,19.76,808,31,18.42,785,587385,2.96,220,17814.29,9.16,402,1006,0.12,738
405,50.42,0.00,BN22 7NB,https://www.rightmove.co.uk/properties/143527814,"£1,750,000",Ask agent,0.00,20.00,1,9,19.54,315,117490,0.59,608,17250.00,8.87,462,11671,1.42,267
405,50.42,0.00,TN33 0AG,https://www.rightmove.co.uk/properties/140150831,"£1,750,000",Ask agent,0.00,20.00,1,9,19.54,315,117490,0.59,608,17250.00,8.87,462,11671,1.42,267
405,50.42,0.00,BN22 7NB,https://www.rightmove.co.uk/properties/143000558,"£1,750,000",Ask agent,0.00,20.00,1,9,19.54,315,117490,0.59,608,17250.00,8.87,462,11671,1.42,267
408,50.40,0.00,OL16 1LA,https://www.rightmove.co.uk/properties/147160766,"£1,500,000",Ask agent,0.00,20.00,1,48,17.55,866,1111120,5.61,116,13450.00,6.92,735,2685,0.33,589
409,50.38,0.00,WC2N 5BW,https://www.rightmove.co.uk/properties/161752439,"£1,200,000",Ask agent,0.00,20.00,1,19,19.03,622,71605,0.36,729,20000.00,10.28,231,5814,0.71,450
410,50.38,6.65,EN8 9AF,https://www.rightmove.co.uk/properties/162388808,"£3,500,000","289,674 sq ft",12082.55,19.89,756,25,18.72,726,305800,1.54,388,19328.57,9.94,292,2328,0.28,614
411,50.38,19.56,W1T 3JJ,https://www.rightmove.co.uk/properties/161466497,"£2,000,000","852,034 sq ft",2347.32,19.98,698,28,18.57,754,222675,1.12,460,18100.00,9.31,380,11483,1.40,274
412,50.36,0.00,TS7 8DX,https://www.rightmove.co.uk/properties/162228377,"£1,100,000",Ask agent,0.00,20.00,1,4,19.80,140,14935,0.08,904,17000.00,8.74,488,14402,1.75,203
413,50.36,4.80,RH10 6AE,https://www.rightmove.co.uk/properties/158408423,"£2,000,000","209,088 sq ft",9565.35,19.91,745,15,19.23,531,111860,0.56,621,17600.00,9.05,420,13116,1.60,233
414,50.33,12.12,DN15 6NL,https://www.rightmove.co.uk/properties/150748535,Offers Invited,"527,947-165,092 sq ft",0.00,20.00,1,10,19.49,363,98850,0.50,643,17000.00,8.74,488,13190,1.60,229
414,50.33,12.12,DN15 6NL,https://www.rightmove.co.uk/properties/150750317,Offers Invited,"527,947 sq ft",0.00,20.00,1,10,19.49,363,98850,0.50,643,17000.00,8.74,488,13190,1.60,229
416,50.33,0.00,M3 2BW,https://www.rightmove.co.uk/properties/161826980,POA,Ask agent,0.00,20.00,1,32,18.37,792,395245,1.99,332,15300.00,7.87,613,17238,2.10,150
417,50.32,19.50,LN6 3LH,https://www.rightmove.co.uk/properties/155789630,"£6,000,000","849,420 sq ft",7063.64,19.94,727,21,18.93,664,175950,0.89,511,17133.33,8.81,476,14443,1.76,202
418,50.32,0.28,SW3 2PR,https://www.rightmove.co.uk/properties/161133938,"£3,300,000","12,377 sq ft",266623.58,17.62,937,47,17.60,861,573772,2.90,229,21445.45,11.03,124,9685,1.18,318
419,50.30,0.00,N3 2SB,https://www.rightmove.co.uk/properties/161599574,"£2,750,000",Ask agent,0.00,20.00,1,193,10.15,965,1757850,8.87,65,17263.16,8.88,460,19716,2.40,125
420,50.30,0.19,LA1 2RX,https://www.rightmove.co.uk/properties/160128905,"£1,200,000","8,331 sq ft",144040.33,18.71,891,11,19.44,403,130460,0.66,596,19925.00,10.24,238,10217,1.24,305
